CodeCIS;CodeCIP7;Libelle_presentation;Statut_administratif;Etat_commercialisation;date_commercialisation;codeCIP13;Agrément_collectivités ;Taux_remboursement;prix_min;Prix_max;difference_tarifiaire_entre_min_et_max
61096983;3284021;1 flacon(s) en verre de 30 ml;Présentation active;Déclaration de commercialisation;19/12/1988;3400932840212;oui;15%;1,77;2,79;1,02
61098183;3008014;plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;06/11/2017;3400930080146;oui;65%;4,36;5,38;1,02
61098183;3008015;plaquette(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;17/11/2017;3400930080153;oui;65%;12,81;15,57;2,76
61100467;3015141;1 flacon(s) polyéthylène haute densité (PEHD) de 18 g  (140 doses), avec pompe doseuse et applicateur nasal;Présentation active;Déclaration de commercialisation;22/04/2021;3400930151419;oui;30%;4,46;5,48;1,02
61100905;3014976;28 plaquette(s) pelables polyamide aluminium PVC-Aluminium papier polytéréphtalate (PET) de 1 comprimé(s);Présentation active;Déclaration de commercialisation;09/01/2019;3400930149768;oui;65%;17,42;18,44;1,02
61101010;4933711;plaquette(s) thermoformée(s) aluminium de 7 comprimé(s);Présentation active;Déclaration de commercialisation;02/07/2013;3400949337118;oui;65%;1,51;2,53;1,02
61101010;4933728;plaquette(s) thermoformée(s) aluminium de 14 comprimé(s);Présentation active;Déclaration de commercialisation;02/07/2013;3400949337286;oui;65%;2,70;3,72;1,02
61101010;4933734;plaquette(s) thermoformée(s) aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;02/07/2013;3400949337347;oui;65%;5,03;6,05;1,02
61103424;2231672;1 flacon(s) compte-gouttes polyéthylène basse densité (PEBD) de 2,5 ml;Présentation active;Déclaration de commercialisation;31/10/2012;3400922316727;oui;65%;6,68;7,70;1,02
61103424;2231689;3 flacon(s) compte-gouttes polyéthylène basse densité (PEBD) de 2,5 ml;Présentation active;Déclaration de commercialisation;31/10/2012;3400922316895;oui;65%;18,93;19,95;1,02
61104024;3347201;1 flacon(s) en verre - 1 seringue(s) préremplie(s) en verre de 0,5 mL;Présentation active;Déclaration de commercialisation;19/03/1992;3400933472016;oui;65%;33,46;34,48;1,02
61106705;3005559;1 plaquette(s) PVC PVDC aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;02/09/2019;3400930055595;oui;65%;1,23;2,25;1,02
61106705;3005560;3 plaquette(s) PVC PVDC aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;02/09/2019;3400930055601;oui;65%;2,94;3,96;1,02
61109509;3899981;3 plaquette(s) thermoformée(s) PVC-Aluminium de 21 comprimé(s);Présentation active;Déclaration de commercialisation;08/04/2009;3400938999815;oui;65%;3,76;4,78;1,02
61109911;3331677;tube(s) polypropylène de 16  comprimé(s);Présentation active;Déclaration de commercialisation;19/03/1991;3400933316778;non;65%;1,72;2,74;1,02
61110397;2732285;1 flacon(s) en verre;Présentation active;Déclaration de commercialisation;13/01/2014;3400927322853;oui;65%;10,66;11,68;1,02
61111385;3312616;1 flacon(s) en verre brun de 3,5  ml avec 30 applicateur(s) polypropylène;Présentation active;Déclaration de commercialisation;10/05/1989;3400933126162;oui;65%;17,09;18,11;1,02
61111481;3000873;1 flacon(s) en verre de 40 mg;Présentation active;Déclaration de commercialisation;15/11/2018;3400930008737;oui;65%;4,06;5,08;1,02
61111556;3894707;1 flacon(s) en verre jaune(brun) de 30 ml avec pipette(s) compte-gouttes polypropylène;Présentation active;Déclaration de commercialisation;15/01/2009;3400938947076;oui;65%;2,77;3,79;1,02
61112067;3508650;20 sachet(s)-dose(s) papier polyéthylène aluminium de 7 g;Présentation active;Déclaration de commercialisation;21/05/2001;3400935086501;oui;30%;2,53;3,55;1,02
61115259;3019155;1 flacon(s) pressurisé(s) aluminium de 120 doses avec valve(s) doseuse(s) avec embout(s) buccal(aux);Présentation active;Déclaration de commercialisation;05/03/2020;3400930191552;oui;65%;21,52;22,54;1,02
61115501;3011738;30 plaquette(s) aluminium OPA : polyamide orienté PVC de 1 comprimé(s);Présentation active;Déclaration de commercialisation;11/08/2021;3400930117385;oui;65%;155,22;156,24;1,02
61115864;3804288;plaquette(s) thermoformée(s) aluminium polyamide PVC-Aluminium de 14 comprimé(s);Présentation active;Déclaration de commercialisation;05/10/2009;3400938042887;oui;65%;7,03;8,05;1,02
61115985;3018757;plaquettes OPA : polyamide orienté aluminium PVC-Aluminium de 30 comprimés;Présentation active;Déclaration de commercialisation;23/03/2020;3400930187579;oui;100%;194,66;195,68;1,02
61117445;2212226;8 poche(s) bicompartimentée(s) PCCE poly(cyclohexylène dimethylène) cyclohexane dicarboxylate/tétraméthylglycol / EVA : éthylène vinyl acétate copolymère / polyéthylène / SEBS : styrène-éthylène-butylène-styrène de 1 litre suremballée(s);Présentation active;Déclaration de commercialisation;13/06/2018;3400922122267;oui;65%;204,14;205,16;1,02
61117445;3017907;8 poche(s) bicompartimentée(s) PCCE poly(cyclohexylène dimethylène) cyclohexane dicarboxylate/tétraméthylglycol / EVA : éthylène vinyl acétate copolymère / PP/PE : poly(ethylene-polypropylene)copolymer / SEBS de 1 litre suremballée(s);Présentation active;Déclaration de commercialisation;28/02/2020;3400930179079;oui;65%;193,17;194,19;1,02
61117445;3563577;1 poche(s) bicompartimentée(s) PCCE poly(cyclohexylène dimethylène) cyclohexane dicarboxylate/tétraméthylglycol / EVA : éthylène vinyl acétate copolymère / polyéthylène / SEBS : styrène-éthylène-butylène-styrène de 1,5 litres suremballée(s);Présentation active;Déclaration de commercialisation;01/07/2003;3400935635778;oui;65%;30,14;31,16;1,02
61118807;4995267;20 récipient(s) unidose(s) polyéthylène de 0,5 ml;Présentation active;Déclaration de commercialisation;12/11/2012;3400949952670;oui;65%;2,93;3,95;1,02
61119097;3927536;plaquette(s) polyamide aluminium PVC-Aluminium de 14 comprimé(s);Présentation active;Déclaration de commercialisation;17/08/2009;3400939275369;oui;30%;2,10;3,12;1,02
61119097;3927571;plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;17/08/2009;3400939275710;oui;30%;3,85;4,87;1,02
61119706;3822122;10 flacon(s) en verre;Présentation active;Déclaration de commercialisation;03/12/2007;3400938221220;oui;65%;11,33;12,35;1,02
61120530;3469861;plaquette(s) thermoformée(s) aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;15/07/2013;3400934698613;oui;65%;3,64;4,66;1,02
61120530;3469909;plaquette(s) thermoformée(s) aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;15/07/2013;3400934699092;oui;65%;10,53;13,29;2,76
61120893;3592900;plaquette(s) thermoformée(s) PVC-aluminium de 14  comprimé(s);Présentation active;Déclaration de commercialisation;02/09/2002;3400935929006;oui;65%;218,89;219,91;1,02
61120893;3592917;plaquette(s) thermoformée(s) PVC-aluminium de 28  comprimé(s);Présentation active;Déclaration de commercialisation;02/09/2002;3400935929174;oui;65%;436,61;437,63;1,02
61120893;3592923;plaquette(s) thermoformée(s) PVC-aluminium de 56  comprimé(s);Présentation active;Déclaration de commercialisation;02/09/2002;3400935929235;oui;65%;851,31;852,33;1,02
61122200;3622162;1 cartouche(s) en verre  de 2,4 ml dans stylo pré-rempli;Présentation active;Déclaration de commercialisation;15/01/2004;3400936221628;oui;65%;264,36;265,38;1,02
61124589;3008648;30 plaquette(s) PVC aluminium de 1 comprimé(s);Présentation active;Déclaration de commercialisation;18/02/2019;3400930086483;oui;65%;14,69;15,71;1,02
61124589;3008649;90 plaquette(s) PVC aluminium de 1 comprimé(s);Présentation active;Déclaration de commercialisation;17/02/2020;3400930086490;oui;65%;41,12;43,88;2,76
61126992;3824150;plaquette(s) aluminium PVC PVDC de 30 comprimé(s);Présentation active;Déclaration de commercialisation;29/07/2008;3400938241501;oui;65%;6,49;7,51;1,02
61128406;3390585;plaquette(s) thermoformée(s) PVC polyéthylène de 10  suppositoire(s);Présentation active;Déclaration de commercialisation;19/10/1995;3400933905859;oui;65%;1,34;2,36;1,02
61129497;3009233;plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;07/02/2019;3400930092330;oui;65%;5,07;6,09;1,02
61129497;3009238;plaquette(s) polyamide aluminium PVC-Aluminium de 100 comprimé(s);Présentation active;Déclaration de commercialisation;07/02/2019;3400930092385;oui;65%;16,76;17,78;1,02
61132034;3801628;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;01/09/2011;3400938016284;oui;65%;2,55;3,57;1,02
61132034;3801657;plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;01/09/2011;3400938016574;oui;65%;6,67;9,43;2,76
61133378;3015904;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;07/10/2019;3400930159040;oui;65%;3,64;4,66;1,02
61133378;3015905;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;03/10/2019;3400930159057;oui;65%;10,53;13,29;2,76
61136221;3866183;1 flacon(s) polytéréphtalate (PET) jaune(brun) de 200 ml avec fermeture de sécurité enfant avec seringue(s) doseuse(s) polyéthylène polystyrène;Présentation active;Déclaration de commercialisation;05/01/2009;3400938661835;oui;65%;1,92;2,94;1,02
61136381;3007440;plaquette(s) formée(s) à froid aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;25/09/2017;3400930074404;oui;100%;753,46;754,48;1,02
61136926;3967027;flacon(s) polyéthylène haute densité (PEHD) de 180 comprimé(s);Présentation active;Déclaration de commercialisation;05/10/2010;3400939670270;oui;65%;67,67;68,69;1,02
61137241;3585739;plaquette(s) thermoformée(s) papier polytéréphtalate (PET) aluminium PVC de 20 comprimé(s);Présentation active;Déclaration de commercialisation;12/05/2003;3400935857392;oui;65%;3,04;4,06;1,02
61137469;3822369;plaquette(s) aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;16/06/2008;3400938223699;oui;65%;4,13;5,15;1,02
61137469;3881656;plaquette(s) aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;24/02/2009;3400938816563;oui;65%;11,49;14,25;2,76
61138546;3017782;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;30/06/2020;3400930177822;oui;65%;3,98;5,00;1,02
61138546;3017784;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 60 comprimé(s);Présentation active;Déclaration de commercialisation;02/09/2020;3400930177846;oui;65%;7,36;8,38;1,02
61138546;3017788;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 180 comprimé(s);Présentation active;Déclaration de commercialisation;16/07/2021;3400930177884;oui;65%;22,03;24,79;2,76
61139833;3378041;6 plaquette(s) PVC-Aluminium de 10 comprimé(s);Présentation active;Déclaration de commercialisation;19/05/1995;3400933780418;oui;65%;41,53;42,55;1,02
61141019;3740714;plaquette(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;30/06/2006;3400937407144;oui;65%;3,71;4,73;1,02
61141019;3740720;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;26/04/2010;3400937407205;oui;65%;3,95;4,97;1,02
61141019;3740743;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;14/05/2008;3400937407434;oui;65%;11,50;14,26;2,76
61141019;4191681;plaquette(s) PVC polyéthylène PVDC aluminium de 84 comprimé(s);Présentation active;Déclaration de commercialisation;27/01/2014;3400941916816;oui;65%;10,74;13,50;2,76
61143842;4171543;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;15/11/2011;3400941715433;oui;65%;3,64;4,66;1,02
61143842;4171566;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;15/11/2011;3400941715662;oui;65%;10,53;13,29;2,76
61144346;3389458;1 récipient(s) unidose(s) en verre brun de 3,75 ml avec fermeture de sécurité enfant;Présentation active;Déclaration de commercialisation;19/06/1995;3400933894580;oui;65%;0,74;1,76;1,02
61145640;4947854;plaquette(s) PVC PVDC aluminium de 28 gélule(s);Présentation active;Déclaration de commercialisation;13/05/2015;3400949478545;oui;65%;9,81;10,83;1,02
61147189;3014502;plaquette(s) OPA : polyamide orienté aluminium PVC papier polytéréphtalate (PET) de 30 comprimé(s);Présentation active;Déclaration de commercialisation;26/06/2019;3400930145029;oui;30%;4,01;5,03;1,02
61150445;3872367;flacon(s) polyéthylène haute densité (PEHD) de 21 comprimé(s) avec fermeture de sécurité enfant;Présentation active;Déclaration de commercialisation;01/12/2008;3400938723670;oui;65%;2,23;3,25;1,02
61151376;3018808;10 flacon(s) en verre de 1348 mg;Présentation active;Déclaration de commercialisation;18/01/2021;3400930188088;oui;65%;141,77;142,79;1,02
61155773;3211105;1 flacon(s) en verre de 60 ml après reconstitution avec fermeture de sécurité enfant avec cuillère-mesure polystyrène;Présentation active;Déclaration de commercialisation;19/09/1977;3400932111053;oui;65%;1,16;2,18;1,02
61158602;3705238;plaquette(s) thermoformée(s) PVC-Aluminium de 8 comprimé(s);Présentation active;Déclaration de commercialisation;23/10/2006;3400937052382;oui;65%;1,07;2,09;1,02
61161203;3672467;plaquette(s) thermoformée(s) PVC PVDC aluminium de 12 comprimé(s);Présentation active;Déclaration de commercialisation;03/01/2005;3400936724679;oui;65%;6,56;7,58;1,02
61162248;3652370;plaquette(s) thermoformée(s) PVC PVDC aluminium de 20 comprimé(s);Présentation active;Déclaration de commercialisation;26/07/2005;3400936523708;oui;65%;2,35;3,37;1,02
61162294;3008143;1 flacon(s) en verre brun de 200 ml avec seringue(s) pour administration orale polyéthylène polystyrène;Présentation active;Déclaration de commercialisation;19/01/1955;3400930081433;oui;65%;1,92;2,94;1,02
61162942;3122689;20 sachet(s)-dose(s) papier aluminium polyéthylène de 1023  mg;Présentation active;Déclaration de commercialisation;19/01/1972;3400931226895;oui;65%;1,83;2,85;1,02
61164690;3674414;1 flacon(s) en verre - 1 ampoule(s) en verre;Présentation active;Déclaration de commercialisation;08/08/2006;3400936744141;oui;65%;6,12;7,14;1,02
61165486;3998022;plaquette(s) PVC-Aluminium de 20 comprimé(s);Présentation active;Déclaration de commercialisation;01/07/2010;3400939980225;oui;65%;3,59;4,61;1,02
61166549;3760941;5 flacon(s) de poudre en verre - 5 seringue(s) préremplie(s) de solvant en verre de 1 ml avec aiguille(s);Présentation active;Déclaration de commercialisation;11/09/2007;3400937609418;oui;100%;74,69;75,71;1,02
61168144;4950425;plaquette(s) thermoformée(s) aluminium de 28 comprimé(s) (distributeur parallèle : Laboratoire Mediwin Ldt);Présentation active;Déclaration de commercialisation;03/07/2012;3400949504251;oui;65%;15,12;16,14;1,02
61168144;4950543;plaquette(s) thermoformée(s) aluminium de 28 comprimé(s) (distributeur parallèle :  BB Farma);Présentation active;Déclaration de commercialisation;17/02/2014;3400949505432;oui;65%;15,12;16,14;1,02
61168144;4951034;plaquette(s) thermoformée(s) aluminium de 28 comprimé(s) (distributeur parallèle : Inter Trade Pharma);Présentation active;Déclaration de commercialisation;05/06/2014;3400949510344;oui;65%;15,12;16,14;1,02
61168571;3780033;plaquette(s) aluminium polyamide PVC de 28 comprimé(s);Présentation active;Déclaration de commercialisation;02/08/2007;3400937800334;oui;65%;3,42;4,44;1,02
61170825;2756110;5 sachet(s) papier adhésif, polyéthylène, polymère, aluminium, ionomère avec fermeture de sécurité enfant de 1 dispositif(s);Présentation active;Déclaration de commercialisation;22/07/2014;3400927561108;oui;65%;27,02;28,04;1,02
61171418;3001753;1 plaquette(s) PVC PVDC aluminium de 21 comprimé(s);Présentation active;Déclaration de commercialisation;20/03/2018;3400930017531;oui;65%;1,59;2,61;1,02
61171418;3001754;3 plaquette(s) PVC PVDC aluminium de 21 comprimé(s);Présentation active;Déclaration de commercialisation;20/03/2018;3400930017548;oui;65%;3,76;4,78;1,02
61172160;3353153;2 tube(s) polypropylène de 10 comprimé(s);Présentation active;Déclaration de commercialisation;19/02/1993;3400933531539;oui;65%;2,65;3,67;1,02
61172819;3000454;1 ampoule(s) en verre brun de 2 ml;Présentation active;Déclaration de commercialisation;22/11/2016;3400930004548;oui;65%;1,11;2,13;1,02
61173013;3455741;plaquette(s) PVC-Aluminium de 7 gélule(s);Présentation active;Déclaration de commercialisation;01/09/1999;3400934557415;oui;65%;18,30;19,32;1,02
61174492;3263450;1 flacon(s) en verre brun de 150 ml avec seringue(s) pour administration orale polyéthylène basse densité (PEBD) polystyrène;Présentation active;Déclaration de commercialisation;19/03/1984;3400932634507;oui;65%;6,79;7,81;1,02
61174695;2762694;plaquette(s) PVC polyéthylène PVDC aluminium de 120 comprimé(s);Présentation active;Déclaration de commercialisation;17/12/2015;3400927626944;oui;100%;145,37;146,39;1,02
61174898;2802399;plaquette(s) PVC-Aluminium de 30 gélule(s);Présentation active;Déclaration de commercialisation;23/11/2015;3400928023995;oui;65%;5,06;6,08;1,02
61179297;3004373;flacon(s) polyéthylène haute densité (PEHD) de 30 comprimé(s);Présentation active;Déclaration de commercialisation;21/03/2017;3400930043738;oui;65%;2,15;3,17;1,02
61179297;3342379;plaquette(s) PVC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;19/10/1996;3400933423797;oui;65%;2,15;3,17;1,02
61179767;3965258;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;07/12/2009;3400939652580;oui;65%;2,55;3,57;1,02
61179767;3965264;plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;07/12/2009;3400939652641;oui;65%;6,67;9,43;2,76
61179913;3784261;plaquette(s) aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;13/07/2007;3400937842617;oui;65%;3,64;4,66;1,02
61180239;4975081;plaquette(s) formée(s) à froid polyamide aluminium PVC-Aluminium de 6 comprimé(s);Présentation active;Déclaration de commercialisation;09/02/2015;3400949750818;oui;65%;6,58;7,60;1,02
61180239;4975098;plaquette(s) formée(s) à froid polyamide aluminium PVC-Aluminium de 12 comprimé(s);Présentation active;Déclaration de commercialisation;09/02/2015;3400949750986;oui;65%;13,11;14,13;1,02
61181501;3016802;1 flacon en verre brun unidose avec fermeture de sécurité enfant;Présentation active;Déclaration de commercialisation;25/08/2020;3400930168028;oui;65%;1,51;2,53;1,02
61181985;3773234;1 flacon(s) polyéthylène basse densité (PEBD) de 30 g;Présentation active;Déclaration de commercialisation;20/07/2007;3400937732345;oui;30%;1,89;2,91;1,02
61182628;3925112;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;13/09/2011;3400939251127;oui;65%;1,73;2,75;1,02
61182628;3925201;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;13/09/2011;3400939252018;oui;65%;4,32;5,34;1,02
61182724;3823498;plaquette(s) thermoformée(s) PVC aluminium de 60 comprimé(s);Présentation active;Déclaration de commercialisation;17/11/2008;3400938234985;oui;100%;648,12;649,14;1,02
61183477;3842277;plaquette(s) formée(s) à froid PVC-Aluminium de 10 comprimé(s);Présentation active;Déclaration de commercialisation;22/12/2009;3400938422771;oui;65%;7,56;8,58;1,02
61183477;3842308;plaquette(s) formée(s) à froid PVC-Aluminium de 42 comprimé(s);Présentation active;Déclaration de commercialisation;22/12/2009;3400938423082;oui;65%;31,09;32,11;1,02
61184134;3239948;plaquette(s) thermoformée(s) PVC-Aluminium de 15  comprimé(s);Présentation active;Déclaration de commercialisation;19/09/1997;3400932399482;oui;65%;1,49;2,51;1,02
61184814;3019619;30 plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 1 comprimé(s);Présentation active;Déclaration de commercialisation;20/10/2020;3400930196199;oui;100%;1,489,39;1,490,41;1,02
61186758;2670420;flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 100 comprimé(s);Présentation active;Déclaration de commercialisation;13/03/2013;3400926704209;oui;65%;48,62;49,64;1,02
61187301;3439446;plaquette(s) PVC-Aluminium de 2 lyophilisat(s);Présentation active;Déclaration de commercialisation;04/01/1999;3400934394461;oui;65%;4,31;5,33;1,02
61187301;3439452;plaquette(s) PVC-Aluminium de 4 lyophilisat(s);Présentation active;Déclaration de commercialisation;04/01/1999;3400934394522;oui;65%;8,46;9,48;1,02
61187835;3011101;4 stylos préremplis (MYCLIC) de 0,5 ml avec 4 tampons alcoolisés;Présentation active;Déclaration de commercialisation;04/04/2018;3400930111017;oui;65%;315,01;316,03;1,02
61189163;3012975;2 seringue(s) préremplie(s) de 0,4 ml avec protège-aiguille;Présentation active;Déclaration de commercialisation;10/10/2019;3400930129753;oui;65%;8,61;9,63;1,02
61189163;3012976;6 seringue(s) préremplie(s) de 0,4 ml avec protège-aiguille;Présentation active;Déclaration de commercialisation;10/10/2019;3400930129760;oui;65%;25,72;26,74;1,02
61189302;3408948;tube(s) polypropylène de 100 comprimé(s) avec fermeture de sécurité enfant;Présentation active;Déclaration de commercialisation;19/09/1997;3400934089480;oui;30%;1,29;2,31;1,02
61189366;3274850;1 tube(s) de 15 g;Présentation active;Déclaration de commercialisation;19/06/1987;3400932748501;oui;30%;3,62;4,64;1,02
61190991;3000238;flacon(s) polyéthylène haute densité (PEHD) de 180 comprimé(s);Présentation active;Déclaration de commercialisation;27/11/2015;3400930002384;oui;65%;67,67;68,69;1,02
61191926;4175021;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;20/10/2011;3400941750212;oui;30%;2,05;3,07;1,02
61191926;4175044;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;20/10/2011;3400941750441;oui;30%;5,35;6,37;1,02
61192704;2218298;plaquette(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;20/08/2013;3400922182988;oui;65%;10,90;11,92;1,02
61192704;2218312;plaquette(s) PVC polyéthylène PVDC aluminium de 84 comprimé(s);Présentation active;Déclaration de commercialisation;20/08/2013;3400922183121;oui;65%;30,87;33,63;2,76
61192750;3014371;1 seringue(s) préremplie(s) en verre de 0,8 ml avec 2 tampon(s) alcoolisé(s);Présentation active;Déclaration de commercialisation;19/10/2018;3400930143711;oui;65%;234,79;235,81;1,02
61192750;3014372;2 seringue(s) préremplie(s) en verre de 0,8 ml avec tampon(s) alcoolisé(s);Présentation active;Déclaration de commercialisation;19/10/2018;3400930143728;oui;65%;468,39;469,41;1,02
61194947;3012076;plaquette(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;15/01/2021;3400930120767;oui;65%;144,92;145,94;1,02
61196357;2198874;plaquette(s) thermoformée(s) PVC-Aluminium de 60 comprimé(s);Présentation active;Déclaration de commercialisation;14/05/2012;3400921988741;oui;65%;22,56;23,58;1,02
61196357;2238160;60 plaquette(s) thermoformée(s) PVC-Aluminium de 1 comprimé(s);Présentation active;Déclaration de commercialisation;08/10/2012;3400922381602;oui;65%;22,56;23,58;1,02
61196720;3007170;1 flacon(s) en verre de 10 ml - 1 seringue(s) préremplie(s) copolymère de cyclooléfines de 50 ml;Présentation active;Déclaration de commercialisation;01/02/2018;3400930071700;oui;65%;412,59;413,61;1,02
61197676;3930484;plaquette(s) thermoformée(s) aluminium polyamide PVC-Aluminium de 21 comprimé(s);Présentation active;Déclaration de commercialisation;15/04/2010;3400939304847;oui;65%;4,99;6,01;1,02
61198689;2671750;plaquette(s) PVC-Aluminium de 60 comprimé(s);Présentation active;Déclaration de commercialisation;12/05/2014;3400926717506;oui;30%;2,94;3,96;1,02
61198803;2694159;8 sachet(s)-dose(s) papier polyéthylène aluminium polyéthylène basse densité (PEBD) de 2 g;Présentation active;Déclaration de commercialisation;27/09/2013;3400926941598;oui;65%;4,73;5,75;1,02
61198803;2694171;12 sachet(s)-dose(s) papier polyéthylène aluminium polyéthylène basse densité (PEBD) de 2 g;Présentation active;Déclaration de commercialisation;27/09/2013;3400926941710;oui;65%;5,89;6,91;1,02
61200108;3542090;plaquette(s) thermoformée(s) PVC-Aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;02/04/2002;3400935420909;oui;65%;5,11;6,13;1,02
61200414;2744029;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;24/11/2015;3400927440298;oui;65%;3,75;4,77;1,02
61200414;2744035;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;19/04/2016;3400927440359;oui;65%;10,85;13,61;2,76
61200859;3018178;30 plaquette(s) PVC-Aluminium de 1 comprimé(s);Présentation active;Déclaration de commercialisation;14/04/2020;3400930181782;oui;65%;1,65;2,67;1,02
61200859;3483246;1 flacon(s) polyéthylène de 30 comprimé(s);Présentation active;Déclaration de commercialisation;28/08/2013;3400934832468;oui;65%;1,65;2,67;1,02
61200859;3483252;plaquette(s) PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;26/02/1999;3400934832529;oui;65%;1,65;2,67;1,02
61201498;2690434;1 flacon(s) polypropylène de 30 comprimé(s);Présentation active;Déclaration de commercialisation;30/04/2015;3400926904340;oui;65%;3,64;4,66;1,02
61201498;2690463;3 flacon(s) polypropylène de 30 comprimé(s);Présentation active;Déclaration de commercialisation;30/04/2015;3400926904630;oui;65%;10,53;13,29;2,76
61201943;3564588;3 tube(s) polypropylène de 20 comprimé(s);Présentation active;Déclaration de commercialisation;05/11/2004;3400935645883;oui;65%;5,29;6,31;1,02
61203570;3022016;10 plaquettes unitaires prédécoupées  polyamide aluminium PVC-Aluminium de 1 comprimé(s);Présentation active;Déclaration de commercialisation;04/08/2021;3400930220160;non;65%;31,53;32,55;1,02
61203570;3022017;30 plaquettes unitaires prédécoupées polyamide aluminium PVC-Aluminium de 1 comprimé(s);Présentation active;Déclaration de commercialisation;04/08/2021;3400930220177;non;65%;93,76;94,78;1,02
61203595;3011203;plaquette(s) polyamide aluminium PVC-Aluminium de 56 comprimé(s);Présentation active;Déclaration de commercialisation;19/04/2018;3400930112038;oui;65%;14,62;15,64;1,02
61204836;3325406;plaquette(s) PVC-Aluminium de 20 capsule(s);Présentation active;Déclaration de commercialisation;19/02/1991;3400933254063;oui;15%;2,78;3,80;1,02
61206381;3872373;flacon(s) polyéthylène haute densité (PEHD) de 21 comprimé(s) avec fermeture de sécurité enfant;Présentation active;Déclaration de commercialisation;01/12/2008;3400938723731;oui;65%;3,28;4,30;1,02
61206641;2770707;1 flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 28 comprimé(s);Présentation active;Déclaration de commercialisation;23/01/2014;3400927707070;oui;100%;8,300,88;8,301,90;1,02
61207871;3661854;plaquette(s) PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;23/09/2005;3400936618541;oui;65%;4,25;5,27;1,02
61208902;3679771;20 sachet(s)-dose(s) polyester aluminium polyéthylène de 15 ml;Présentation active;Déclaration de commercialisation;02/06/2006;3400936797710;oui;30%;2,48;3,50;1,02
61209203;3516023;1 flacon(s) pressurisé(s) aluminium  de 100 dose(s) avec embout buccal avec valve doseuse;Présentation active;Déclaration de commercialisation;30/04/2001;3400935160232;oui;65%;7,48;8,50;1,02
