Id_grp_generique;libelle_gp_gen;type_generique;num_tri
296;PYRANTEL (EMBONATE DE) équivalant à PYRANTEL 125 mg - COMBANTRIN 125 mg, comprimé.;1;2
297;SALBUTAMOL (SULFATE DE) équivalant à SALBUTAMOL 2,5 mg - VENTOLINE 2,5 mg/2,5 ml, solution pour inhalation par nébuliseur en récipient unidose.;0;1
298;SALBUTAMOL (SULFATE DE) équivalant à  SALBUTAMOL 5 mg - VENTOLINE 5 mg/2,5 ml, solution pour inhalation par nébuliseur en récipient unidose.;1;3
299;TERBUTALINE (SULFATE DE) 5 mg/2 ml - BRICANYL 5 mg/2 ml, solution pour inhalation par nébuliseur en récipient unidose;1;5
300;BUDESONIDE 0,50 mg/2 ml - PULMICORT 0,50 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose.;1;2
301;BUDESONIDE 1mg/2 ml - PULMICORT 1mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose.;1;7
302;IPRATROPIUM (BROMURE D') 0,5 mg/2 ml - ATROVENT ADULTES 0,5 mg/2 ml, solution pour inhalation par nébuliseur en récipient unidose.;1;2
303;CARBOCISTEINE 2 % - RHINATHIOL EXPECTORANT CARBOCISTEINE 2 % ENFANTS, sirop.;1;2
304;CARBOCISTEINE 2 % - RHINATHIOL EXPECTORANT CARBOCISTEINE 2 % ENFANTS SANS SUCRE, sirop édulcoré à la saccharine sodique et au maltitol liquide.;1;9
305;CARBOCISTEINE 5 % - RHINATHIOL EXPECTORANT CARBOCISTEINE 5 % ADULTES, sirop.;1;4
306;CARBOCISTEINE 5 % - MUCOPLEXIL 5 % ADULTES SANS SUCRE, sirop édulcoré à la saccharine sodique.;1;8
307;AMBROXOL (CHLORHYDRATE D') 30 mg - SURBRONC EXPECTORANT AMBROXOL 30 mg, comprimé sécable.;1;4
308;AMBROXOL (CHLORHYDRATE D') 0,6 % - SURBRONC EXPECTORANT AMBROXOL SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique et au sorbitol.;1;4
309;CETIRIZINE (DICHLORHYDRATE DE) 10 mg - ZYRTEC 10 mg, comprimé pelliculé sécable - VIRLIX 10 mg, comprimé pelliculé sécable - REACTINE 10 mg, comprimé pelliculé sécable -  ZYRTECSET 10 mg, comprimé pelliculé sécable.;1;13
310;LORATADINE 10 mg - CLARITYNE 10 mg, comprimé;1;11
317;CARVEDILOL 12,5 mg - KREDEX 12,5 mg, comprimé sécable.;2;4
321;CETIRIZINE (DICHLORHYDRATE DE) 10 mg/ml - ZYRTEC 10 mg/ml, solution buvable en gouttes - VIRLIX 10 mg/ml, solution buvable en gouttes.;0;1
322;AMISULPRIDE 400 mg - SOLIAN 400 mg, comprimé pelliculé sécable.;1;6
323;ENALAPRIL (MALEATE D') 20 mg + HYDROCHLOROTHIAZIDE 12,5 mg - CO RENITEC 20 mg/12,5 mg, comprimé.;1;7
324;AMOXICILLINE + CLAVULANATE DE POTASSIUM équivalant à AMOXICILLINE  + ACIDE CLAVULANIQUE 1 g + 200 mg - AUGMENTIN 1 g/200 mg, poudre pour solution injectable/pour perfusion (IV).;1;5
326;CARVEDILOL 6,25 mg - KREDEX 6,25 mg, comprimé sécable.;1;3
327;CARVEDILOL 25 mg - KREDEX 25 mg, comprimé sécable.;1;6
329;LEVOCETIRIZINE (DICHLORHYDRATE DE) 5 mg – XYZALL 5 mg, comprimé pelliculé.;1;8
330;CEFTRIAXONE (SODIQUE) équivalant à CEFTRIAXONE 2 g - ROCEPHINE 2 g, poudre pour solution pour perfusion.;1;2
331;ECONAZOLE (NITRATE D') 150 mg – GYNO PEVARYL LP 150 mg, ovule à libération prolongée.;0;1
332;IBUPROFENE 400 mg - ADVILMED 400 mg, comprimé enrobé.;1;7
333;ALENDRONATE MONOSODIQUE équivalant à ACIDE ALENDRONIQUE 10 mg – FOSAMAX 10 mg, comprimé.;1;2
337;ESTRADIOL HEMIHYDRATE équivalant à ESTRADIOL ANHYDRE 1 mg - ESTROFEM 1 mg, comprimé pelliculé.;0;1
338;ESTRADIOL HEMIHYDRATE équivalant à ESTRADIOL ANHYDRE 2 mg - ESTROFEM 2 mg, comprimé pelliculé.;0;1
340;GABAPENTINE 400 mg - NEURONTIN 400 mg, gélule.;1;9
341;IPRATROPIUM (BROMURE D') 0,25 mg/1 ml - ATROVENT 0,25 mg/1 ml ENFANTS, solution pour inhalation par nébuliseur en récipient unidose.;1;2
342;NALTREXONE (CHLORHYDRATE DE) 50 mg - REVIA 50 mg, comprimé pelliculé sécable.;1;3
343;ITRACONAZOLE 100 mg - SPORANOX 100 mg, gélule.;1;2
345;MINOXIDIL 5 % - ALOSTIL 5 POUR CENT, solution pour application cutanée - REGAINE 5 POUR CENT, solution pour application cutanée.;1;8
346;CLARITHROMYCINE 250 mg - ZECLAR 250 mg, comprimé pelliculé;1;12
348;PINAVERIUM (BROMURE DE) 100 mg - DICETEL 100 mg, comprimé pelliculé.;1;2
349;SIMVASTATINE 10 mg - ZOCOR 10 mg, comprimé enrobé - LODALES 10 mg, comprimé enrobé.;1;12
350;OMEPRAZOLE 10 mg - MOPRAL 10 mg, gélule gastro-résistante - ZOLTUM 10 mg, gélule gastro-résistante;1;13
351;RISPERIDONE 1 mg - RISPERDAL 1 mg, comprimé pelliculé.;1;16
352;RISPERIDONE 2 mg - RISPERDAL 2 mg, comprimé pelliculé.;0;1
353;RISPERIDONE 4 mg - RISPERDAL 4 mg, comprimé pelliculé.;1;15
354;SPIRAMYCINE 1,5 M.UI + METRONIDAZOLE 250 mg - BIRODOGYL, comprimé pelliculé.;1;8
356;MIDAZOLAM (CHLORHYDRATE DE) équivalant à MIDAZOLAM 1 mg/ml - HYPNOVEL 1 mg/ml, solution injectable.;1;5
357;MIDAZOLAM (CHLORHYDRATE DE) équivalant à MIDAZOLAM 5 mg/ml - HYPNOVEL 5 mg/ml, solution injectable.;1;8
358;SUFENTANIL (CITRATE DE) équivalant à SUFENTANIL 10 µg/2 ml - SUFENTA 10 microgrammes/2 ml, solution injectable (I.V. ou péridurale) (AMPOULE de 2 ml).;1;2
359;SUFENTANIL (CITRATE DE) équivalant à SUFENTANIL 50 µg/10 ml - SUFENTA 50 microgrammes/10 ml, solution injectable (I.V. ou péridurale) (AMPOULE de 10 ml).;1;2
360;SUFENTANIL (CITRATE DE) équivalant à SUFENTANIL 50 µg/ml - SUFENTA 50 microgrammes/1 ml, solution injectable (I.V. ou péridurale) en ampoule (AMPOULE de 1 ml).;0;1
361;SUFENTANIL (CITRATE DE) équivalant à SUFENTANIL 250 µg/5 ml - SUFENTA 250 microgrammes/5 ml, solution injectable (I.V. ou péridurale) en ampoule (AMPOULE de 5 ml).;1;2
364;GABAPENTINE 100 mg – NEURONTIN 100 mg, gélule.;1;7
365;GABAPENTINE 300 mg – NEURONTIN 300 mg, gélule.;1;9
366;GABAPENTINE 600 mg – NEURONTIN 600 mg, comprimé pelliculé.;1;11
367;GABAPENTINE 800 mg – NEURONTIN 800 mg, comprimé pelliculé.;1;8
368;LISINOPRIL (DIHYDRATE) équivalant à LISINOPRIL 20 mg + HYDROCHLOROTHIAZIDE 12,5 mg – PRINZIDE 20 mg/12,5 mg, comprimé sécable -  ZESTORETIC 20 mg/12,5 mg, comprimé sécable.;1;10
369;SIMVASTATINE 5 mg - ZOCOR 5 mg, comprimé pelliculé - LODALES 5 mg, comprimé enrobé.;0;2
370;SIMVASTATINE 80 mg - ZOCOR 80 mg, comprimé pelliculé - LODALES 80 mg, comprimé pelliculé.;1;5
371;FLUCONAZOLE 2 mg/ml - TRIFLUCAN 2 mg/ml, solution pour perfusion.;1;2
372;RAMIPRIL 1,25 mg - TRIATEC 1,25 mg, comprimé.;1;14
373;RAMIPRIL 2,5 mg - TRIATEC 2,5 mg, comprimé sécable.;1;18
374;RAMIPRIL 5 mg - TRIATEC 5 mg, comprimé sécable.;1;11
375;ALGINATE DE SODIUM 50 mg/ml + BICARBONATE DE SODIUM 26,70 mg/ml - GAVISCON, suspension buvable en flacon.;1;2
378;OFLOXACINE 200 mg/40 ml - OFLOCET 200 mg/40 ml, solution injectable pour perfusion.;0;1
379;PRAVASTATINE SODIQUE 10 mg - ELISOR 10 mg, comprimé sécable - VASTEN 10 mg, comprimé sécable.;1;4
380;PRAVASTATINE SODIQUE 20 mg - ELISOR 20 mg, comprimé sécable - VASTEN 20 mg, comprimé sécable.;0;2
381;PRAVASTATINE SODIQUE 40 mg - ELISOR 40 mg, comprimé - VASTEN 40 mg, comprimé.;1;18
382;RAMIPRIL 10 mg - TRIATEC 10 mg, comprimé sécable.;1;2
384;AMOXICILLINE + CLAVULANATE DE POTASSIUM équivalant à AMOXICILLINE  + ACIDE CLAVULANIQUE 2 g + 200 mg ADULTES - AUGMENTIN 2 g/200 mg ADULTES, poudre pour solution pour perfusion;0;1
385;CARBOPLATINE 10 mg/ml - PARAPLATINE 10 mg/ml, solution injectable pour perfusion.;1;3
387;CLARITHROMYCINE 500 mg - ZECLAR 500 mg, comprimé pelliculé;1;4
389;FENOFIBRATE 160 mg - LIPANTHYL 160 mg, comprimé pelliculé.;1;6
393;LAMOTRIGINE 5 mg - LAMICTAL 5 mg, comprimé dispersible ou à croquer.;1;2
394;LAMOTRIGINE 25 mg - LAMICTAL 25 mg, comprimé dispersible ou à croquer.;1;6
395;LAMOTRIGINE 50 mg - LAMICTAL 50 mg, comprimé dispersible ou à croquer.;1;3
396;LAMOTRIGINE 100 mg - LAMICTAL 100 mg, comprimé dispersible ou à croquer.;1;2
397;LAMOTRIGINE 200 mg - LAMICTAL 200 mg, comprimé dispersible ou à croquer.;1;2
398;MITOXANTRONE (CHLORHYDRATE DE) équivalant à MITOXANTRONE 10 mg/5 ml - NOVANTRONE 10 mg/5 ml, solution à diluer pour perfusion (FLACON de 5 ml).;1;2
400;MITOXANTRONE (CHLORHYDRATE DE) équivalant à MITOXANTRONE 20 mg/10 ml - NOVANTRONE 20 mg/10 ml, solution à diluer pour perfusion (FLACON de 10 ml).;0;1
401;TERBINAFINE (CHLORHYDRATE DE ) 250 mg - LAMISIL 250 mg, comprimé sécable.;1;7
402;NALOXONE (CHLORHYDRATE DE) 0,4 mg/1 ml - NARCAN 0,4 mg/1 ml, solution injectable en ampoule.;0;1
403;NIFEDIPINE 30 mg - CHRONADALATE L.P. 30 mg, comprimé osmotique pelliculé à libération prolongée.;1;3
404;VALPROATE DE SODIUM 500 mg - DEPAKINE CHRONO 500 mg, comprimé pelliculé sécable à libération prolongée.;0;1
406;LIDOCAINE  2,5 % + PRILOCAINE 2,5 % - EMLA 5 POUR CENT, crème.;1;3
407;AMOXICILLINE + CLAVULANATE DE POTASSIUM équivalant à AMOXICILLINE  + ACIDE CLAVULANIQUE 500 mg + 50 mg  - AUGMENTIN 500 mg/50 mg, poudre pour solution injectable/pour perfusion (I.V.).;1;3
408;AMOXICILLINE + CLAVULANATE DE POTASSIUM équivalant à AMOXICILLINE + ACIDE CLAVULANIQUE 1 g + 100 mg ENFANTS - AUGMENTIN 1 g/100 mg ENFANTS, poudre pour solution injectable (I.V.).;1;3
409;CYPROTERONE (ACETATE DE) 100 mg, - ANDROCUR 100 mg, comprimé sécable.;0;1
410;FLUOROURACILE 50 mg/ml - FLUORO-URACILE MEDA PHARMA 250 mg/5 ml, solution injectable en flacon (FLACON de 5 ml).;0;1
411;SERTRALINE (CHLORHYDRATE DE) équivalant à SERTRALINE 50 mg - ZOLOFT 50 mg, gélule.;1;6
413;MIRTAZAPINE 15 mg - NORSET 15 mg, comprimé pelliculé.;1;8
414;CEFTAZIDIME 500 mg - FORTUM 500 mg ENFANTS ET NOURRISSONS, poudre pour solution injectable (IM, IV).;0;1
415;CEFTAZIDIME 1 g - FORTUM 1 g, poudre pour solution injectable (IM, IV) ou pour perfusion.;1;5
417;CEFTAZIDIME 2 g - FORTUM 2 g, poudre pour solution injectable (IV) ou pour perfusion.;1;2
418;PACLITAXEL 6 mg/1 ml - TAXOL 6 mg/ml, solution à diluer pour perfusion.;1;6
419;GLIBENCLAMIDE 2,5 mg - HEMI-DAONIL 2,5 mg, comprimé sécable.;1;5
420;GLIBENCLAMIDE 5 mg - DAONIL 5 mg, comprimé sécable.;1;7
422;ALFUZOSINE (CHLORHYDRATE D') 10 mg - XATRAL LP 10 mg, comprimé à libération prolongée.;0;1
423;LORAZEPAM 1 mg - TEMESTA 1 mg, comprimé sécable.;1;2
424;MELOXICAM 7,5 mg - MOBIC 7,5 mg, comprimé.;1;5
425;MELOXICAM 15 mg - MOBIC 15 mg, comprimé sécable.;1;2
426;SEVOFLURANE 100 ml/100 ml - SEVORANE, liquide pour inhalation par vapeur.;1;3
427;VINORELBINE (TARTRATE DE) équivalant à VINORELBINE 10 mg/1 ml - NAVELBINE 10 mg/1 ml, solution injectable en flacon (FLACON de 1 ml).;1;3
428;VINORELBINE (TARTRATE DE) équivalant à VINORELBINE 50 mg/5 ml - NAVELBINE 50 mg/5 ml, solution injectable en flacon (FLACON de 5 ml).;0;1
429;ACICLOVIR 250 mg - ZOVIRAX 250 mg, poudre pour solution injectable (IV).;1;2
430;ACICLOVIR 500 mg - ZOVIRAX 500 mg, poudre pour solution injectable (IV).;0;1
431;CEFTAZIDIME 250 mg - FORTUM 250 mg ENFANTS ET NOURRISSONS, poudre pour solution injectable (IM, IV).;1;2
432;EPIRUBICINE (CHLORHYDRATE D') 200 mg/100 ml - FARMORUBICINE 200 mg/100 ml, solution pour perfusion (FLACON de 100 ml).;0;1
433;FLUMAZENIL 1 mg/10 ml - ANEXATE 1 mg/10 ml, solution injectable IV (AMPOULE de 10 ml).;0;1
434;GLIMEPIRIDE 1 mg - AMAREL 1 mg, comprimé.;1;7
435;GLIMEPIRIDE 2 mg - AMAREL 2 mg, comprimé.;1;11
436;GLIMEPIRIDE 3 mg - AMAREL 3 mg, comprimé.;1;2
437;GLIMEPIRIDE 4 mg - AMAREL 4 mg, comprimé.;1;11
440;METHOTREXATE 2,5 mg/ml - METHOTREXATE NEURAXPHARM 5mg/2mL, solution injectable.;1;2
442;TAMSULOSINE (CHLORHYDRATE DE) équivalant à TAMSULOSINE 0,4 mg - OMIX LP 0,4 mg, microgranules à libération prolongée en gélule - JOSIR L.P. 0,4 mg, microgranules à libération prolongée en gélule.;1;15
445;PREDNISONE 1 mg - CORTANCYL 1 mg, comprimé.;0;1
446;BISOPROLOL (HEMIFUMARATE DE) 1,25 mg - CARDENSIEL 1,25 mg, comprimé pelliculé - CARDIOCOR 1,25 mg, comprimé pelliculé;1;12
447;BISOPROLOL (HEMIFUMARATE DE) 2,5 mg - BISOPROLOL (FUMARATE DE) 2,5 mg - CARDENSIEL 2,5 mg, comprimé pelliculé sécable - CARDIOCOR 2,5 mg, comprimé pelliculé sécable;0;1
448;BISOPROLOL (HEMIFUMARATE DE) 3,75 mg - CARDENSIEL 3,75 mg, comprimé pelliculé sécable - CARDIOCOR 3,75 mg, comprimé pelliculé sécable;1;5
449;BISOPROLOL (HEMIFUMARATE DE) 5 mg - BISOPROLOL (FUMARATE DE) 5 mg -CARDENSIEL 5 mg, comprimé pelliculé sécable - CARDIOCOR 5 mg, comprimé pelliculé sécable;1;10
450;BISOPROLOL (HEMIFUMARATE DE) 7,5 mg - CARDENSIEL 7,5 mg, comprimé pelliculé sécable - CARDIOCOR 7,5 mg, comprimé pelliculé sécable;1;7
451;BISOPROLOL (HEMIFUMARATE DE) 10 mg - BISOPROLOL (FUMARATE DE) 10 mg - CARDENSIEL 10 mg, comprimé pelliculé sécable - CARDIOCOR 10 mg, comprimé pelliculé sécable;1;5
452;MITOXANTRONE (CHLORHYDRATE DE) équivalant à MITOXANTRONE 25 mg/12,5 ml - NOVANTRONE 25 mg/12,5 ml, solution à diluer pour perfusion (FLACON de 12,5 ml).;0;1
453;QUINAPRIL (CHLORHYDRATE DE) équivalant à QUINAPRIL 5 mg - ACUITEL 5 mg, comprimé enrobé sécable - KOREC 5 mg, comprimé pelliculé sécable.;0;1
455;SERTRALINE (CHLORHYDRATE DE) équivalant à SERTRALINE 25 mg - ZOLOFT 25 mg, gélule.;0;1
457;ALENDRONATE MONOSODIQUE TRIHYDRATE 70 mg - FOSAMAX 70 mg, comprimé.;1;3
460;TRIMEBUTINE (MALEATE DE) 200 mg - DEBRIDAT 200 mg, comprimé pelliculé.;1;7
461;BUPRENORPHINE (CHLORHYDRATE DE) 2 mg - SUBUTEX 2 mg, comprimé sublingual.;1;6
462;BUPRENORPHINE (CHLORHYDRATE DE) 8 mg - SUBUTEX 8 mg, comprimé sublingual.;1;5
463;BUPRENORPHINE (CHLORHYDRATE DE) 0,4 mg - SUBUTEX 0,4 mg, comprimé sublingual.;1;6
464;GESTODENE / ETHINYLESTRADIOL 0,05 mg / 0,03 mg - 0,07 mg / 0,04 mg - 0,1 mg / 0,03 mg - TRI MINULET, comprimé enrobé - PHAEVA, comprimé enrobé.;1;3
466;FOSINOPRIL 20 mg - FOZITEC 20 mg, comprimé.;1;3
467;AMLODIPINE (BESILATE D') 10 mg - AMLOR 10 mg, gélule.;1;7
468;AMLODIPINE (BESILATE D') 5 mg - AMLOR 5 mg, gélule.;1;2
470;ACECLOFENAC 100 mg - CARTREX 100 mg, comprimé pelliculé.;1;5
471;MOXONIDINE 0,2 mg - PHYSIOTENS 0,2 mg, comprimé pelliculé.;0;1
473;MOXONIDINE 0,4 mg - PHYSIOTENS 0,4 mg, comprimé pelliculé.;1;2
476;SUMATRIPTAN (SUCCINATE DE) équivalant à SUMATRIPTAN 6 mg/0,5 ml - IMIGRANE 6 mg/0,5 ml, solution injectable pour voie sous-cutanée en seringue pré-remplie - IMIJECT 6 mg/0,5 ml, solution injectable pour voie sous-cutanée en seringue pré-remplie.;1;3
477;AZATHIOPRINE 50 mg - IMUREL 50 mg, comprimé pelliculé.;1;3
478;NICORANDIL 10 mg - ADANCOR 10 mg, comprimé sécable - IKOREL 10 mg, comprimé sécable.;1;10
479;KETOPROFENE 100 mg/2 ml - PROFENID 100 mg/2 ml, solution injectable (I.M.).;1;2
480;NICORANDIL 20 mg - ADANCOR 20 mg, comprimé - IKOREL 20 mg, comprimé.;1;5
481;FLUMAZENIL 0,5 mg/5 ml - ANEXATE 0,5 mg/5 ml, solution injectable (I.V.) (AMPOULE de 5 ml).;0;1
482;FOSINOPRIL 10 mg - FOZITEC 10 mg, comprimé sécable.;1;8
483;CROMOGLICATE DE SODIUM 2 g/100 ml - OPTICRON 2 POUR CENT, collyre.;0;1
484;CIPROFLOXACINE (CHLORHYDRATE DE) équivalant à CIPROFLOXACINE 400 mg/200 ml - CIFLOX 400 mg/200 ml, solution pour perfusion (IV).;1;2
485;CIPROFLOXACINE (CHLORHYDRATE DE) équivalant à CIPROFLOXACINE 200 mg/100 ml - CIFLOX 200 mg/100 ml, solution  pour perfusion (IV).;1;3
489;GESTODENE 0,075 mg + ETHINYLESTRADIOL 0,030 mg - MINULET, comprimé enrobé -  MONEVA, comprimé enrobé.;1;5
490;FINASTERIDE 5 mg - CHIBRO-PROSCAR 5 mg, comprimé pelliculé.;1;2
491;GESTODENE 0,075 mg + ETHINYLESTRADIOL 0,020 mg - MELIANE, comprimé enrobé - HARMONET, comprimé enrobé.;0;1
492;MIRTAZAPINE 45 mg - NORSET 45 mg, comprimé orodispersible.;0;1
493;PERINDOPRIL TERT-BUTYLAMINE 2 mg, équivalant à 1,67 mg de PERINDOPRIL - PERINDOPRIL ARROW GENERIQUES 2 mg, comprimé - PERINDOPRIL ARGININE 2,5 mg, équivalant à 1,67 mg de PERINDOPRIL - PERINDOPRIL TOSILATE  2,5 mg, équivalant à 1,67 mg de PERINDOPRIL - COVERSYL 2,5 mg, comprimé pelliculé.;1;15
494;PERINDOPRIL TERT-BUTYLAMINE 4 mg, équivalant à 3,35 mg de PERINDOPRIL - PERINDOPRIL ARROW GENERIQUES 4 mg, comprimé sécable - PERINDOPRIL ARGININE 5 mg, équivalant à 3,35 mg de PERINDOPRIL - PERINDOPRIL TOSILATE 5 mg, équivalant à 3,35 mg de PERINDOPRIL- COVERSYL 5 mg, comprimé pelliculé sécable.;1;15
495;TOPIRAMATE 50 mg - EPITOMAX 50 mg, comprimé pelliculé.;1;3
496;TOPIRAMATE 100 mg - EPITOMAX 100 mg, comprimé pelliculé.;1;5
497;TOPIRAMATE 200 mg - EPITOMAX 200 mg, comprimé pelliculé.;1;6
498;BICALUTAMIDE 50 mg - CASODEX 50 mg, comprimé enrobé.;1;3
500;ONDANSETRON (CHLORHYDRATE D') DIHYDRATE équivalant à ONDANSETRON 8 mg - ZOPHREN 8 mg, comprimé pelliculé.;1;4
502;SPIRAMYCINE 3 M.U.I. - ROVAMYCINE 3 MILLIONS U I, comprimé pelliculé.;1;6
503;ONDANSETRON (CHLORHYDRATE D') DIHYDRATE équivalant à ONDANSETRON 4 mg - ZOPHREN 4 mg, comprimé pelliculé.;1;2
504;METHOTREXATE 2,5 mg - NOVATREX 2,5 mg, comprimé.;1;2
505;MIRTAZAPINE 15 mg - NORSET 15 mg, comprimé orodispersible.;1;5
506;MIRTAZAPINE 30 mg - NORSET 30 mg, comprimé orodispersible.;1;2
508;OMEPRAZOLE SODIQUE équivalant à OMEPRAZOLE 40 mg - MOPRAL 40 mg, poudre pour solution pour perfusion;0;1
509;ONDANSETRON (CHLORHYDRATE D') DIHYDRATE équivalant à 2 mg/ml d'ONDANSETRON - ZOPHREN 2 mg/ml, solution injectable en ampoule (I.V.).;1;4
510;RISPERIDONE 0,5 mg - RISPERDALORO 0,5 mg, comprimé orodispersible.;1;2
511;RISPERIDONE 1 mg - RISPERDALORO 1 mg, comprimé orodispersible.;1;4
512;RISPERIDONE 2 mg - RISPERDALORO 2 mg, comprimé orodispersible.;0;1
513;IBUPROFENE 5 % - ADVILMED 5 %, gel.;1;2
517;QUINAPRIL (CHLORHYDRATE DE) équivalant à  QUINAPRIL 20 mg + HYDROCHLOROTHIAZIDE 12,5 mg - ACUILIX 20 mg/12,5 mg, comprimé pelliculé sécable - KORETIC 20 mg/12,5 mg, comprimé pelliculé sécable.;1;3
518;CROMOGLICATE DE SODIUM 2 % - OPTICRON UNIDOSE, collyre en récipient unidose.;1;3
519;EPIRUBICINE (CHLORHYDRATE D') 10 mg /5ml - FARMORUBICINE 10 mg/5 ml, solution pour perfusion (FLACON de 5 ml).;1;5
520;EPIRUBICINE (CHLORHYDRATE D') 50 mg/25 ml - FARMORUBICINE 50 mg/25 ml, solution pour perfusion (FLACON de 25 ml).;1;5
521;PERINDOPRIL TERT-BUTYLAMINE 8 mg, équivalant à 6,73 mg de PERINDOPRIL - PERINDOPRIL ARROW GENERIQUES 8 mg, comprimé - PERINDOPRIL ARGININE 10 mg, équivalant à 6,73 mg de PERINDOPRIL - PERINDOPRILTOSILATE 10 mg, équivalant à 6,73 mg de PERINDOPRIL - COVERSYL 10 mg, comprimé pelliculé.;1;15
524;VINCRISTINE (SULFATE DE) 1 mg /ml - ONCOVIN 1 mg, solution injectable.;0;1
526;AZITHROMYCINE DIHYDRATE équivalant à AZITHROMYCINE 250 mg - ZITHROMAX 250 mg, comprimé pelliculé.;1;14
527;AZITHROMYCINE DIHYDRATE équivalant à AZITHROMYCINE 250 mg - ZITHROMAX MONODOSE 250 mg, comprimé pelliculé.;1;2
528;BENAZEPRIL (CHLORHYDRATE DE) 5 mg - CIBACENE 5 mg, comprimé pelliculé sécable - BRIEM 5 mg, comprimé pelliculé sécable;0;2
529;BENAZEPRIL (CHLORHYDRATE DE) 10 mg - CIBACENE 10 mg, comprimé pelliculé - BRIEM 10 mg, comprimé pelliculé;1;4
530;BICALUTAMIDE 150 mg - CASODEX 150 mg, comprimé pelliculé.;1;2
531;CEFPODOXIME PROXETIL 100 mg - ORELOX 100 mg, comprimé pelliculé.;1;13
532;CEFPODOXIME PROXETIL 40 mg/5 ml - ORELOX ENFANTS ET NOURRISSONS 40 mg/5 ml, granulés pour suspension buvable.;0;1
533;NICARDIPINE (CHLORHYDRATE DE) 10 mg/10 ml - LOXEN 10 mg/10 ml, solution injectable (I.V.).;0;1
534;DOXORUBICINE (CHLORHYDRATE DE)  10 mg/5 ml - ADRIBLASTINE 10 mg/5 ml, solution injectable pour perfusion en flacon ( FLACON de 5 ml).;1;2
535;DILTIAZEM (CHLORHYDRATE DE) 90 mg - BI TILDIEM L.P. 90 mg, comprimé enrobé à libération prolongée.;0;1
536;DILTIAZEM (CHLORHYDRATE DE) 120 mg - BI TILDIEM LP 120 mg, comprimé enrobé à libération prolongée.;0;1
537;DOBUTAMINE (CHLORHYDRATE DE) 250 mg/20 ml - DOBUTREX 250 mg/20 ml, solution injectable pour perfusion.;1;3
538;LEVODOPA 100 mg  + CARBIDOPA 25 mg - SINEMET LP 100 mg/25 mg, comprimé à libération prolongée.;1;2
539;LEVODOPA 200 mg + CARBIDOPA 50 mg  - SINEMET LP 200 mg/50 mg, comprimé à libération prolongée.;1;2
540;DOXORUBICINE (CHLORHYDRATE DE) 50 mg/25 ml - ADRIBLASTINE 50 mg/25 ml, solution injectable pour perfusion en flacon (FLACON de 25 ml).;1;2
543;SALBUTAMOL (SULFATE DE) équivalant à  SALBUTAMOL 5 mg  - SALBUMOL FORT 5 mg/5 ml, solution pour perfusion intraveineuse en ampoule.;1;3
544;CEFTRIAXONE (SODIQUE) équivalant à CEFTRIAXONE 1 g - ROCEPHINE 1 g, poudre pour solution injectable.;1;4
545;METHOTREXATE 50 mg/2 ml - LEDERTREXATE 50 mg, solution injectable.;1;4
546;LEVOFOLINATE DE CALCIUM équivalant à ACIDE-L- FOLINIQUE 25 mg - ELVORINE 25 mg, lyophilisat pour usage parenteral.;1;2
548;LEVOFOLINATE DE CALCIUM équivalant à ACIDE-L-FOLINIQUE 50 mg - ELVORINE 50 mg, lyophilisat pour usage parentéral.;0;1
550;FLUCONAZOLE 10 mg/ml - TRIFLUCAN 10 mg/ml, poudre pour suspension buvable.;1;4
551;FEXOFENADINE (CHLORHYDRATE DE) 180 mg - TELFAST 180 mg, comprimé pelliculé.;1;3
552;FEXOFENADINE (CHLORHYDRATE DE) 120 mg - TELFAST 120 mg, comprimé pelliculé.;1;5
553;MODAFINIL 100 mg - MODIODAL 100 mg, comprimé.;1;3
554;SUMATRIPTAN (SUCCINATE DE) équivalant à SUMATRIPTAN 50 mg - IMIGRANE 50 mg, comprimé pelliculé.;1;2
557;CYTARABINE 1 g/20 ml - CYTARABINE EBEWE 1 g/20 ml, solution injectable.;1;2
558;CYTARABINE 40 mg/2 ml - CYTARBEL 40 mg/2 ml, solution injectable (FLACON de 2 ml).;0;1
559;FELODIPINE 5 mg - FLODIL L.P. 5 mg, comprimé enrobé à libération prolongée.;1;3
561;LOSARTAN POTASSIUM 50 mg - COZAAR 50 mg, comprimé pelliculé;1;16
562;LOSARTAN POTASSIUM 100 mg - COZAAR 100 mg, comprimé pelliculé.;1;3
563;OCTREOTIDE (ACETATE D') équivalant à OCTREOTIDE 50 µg/1 ml - SANDOSTATINE 50 microgrammes/1 ml, solution injectable/pour perfusion.;1;3
564;OCTREOTIDE (ACETATE D') équivalant à OCTREOTIDE 100 µg/1 ml - SANDOSTATINE 100 microgrammes/1 ml, solution injectable/pour perfusion.;1;2
565;OCTREOTIDE (ACETATE D') équivalant à OCTREOTIDE 500 µg/1 ml - SANDOSTATINE 500 microgrammes/1 ml, solution injectable/pour perfusion;0;1
566;ONDANSETRON 8 mg - ZOPHREN 8 mg, lyophilisat oral.;1;4
568;OXALIPLATINE 5 mg/ml - ELOXATINE 5 mg/ml, poudre pour solution pour perfusion.;1;3
569;URAPIDIL (CHLORHYDRATE D') équivalant à URAPIDIL 25 mg/5 ml - EUPRESSYL 25 mg, solution injectable (I.V.).;1;3
