CodeCIS;Denomination_medicament;Forme_pharmaceutique;Voie_administration;Type_procédure_AMM;Date_AMM ;Titulaire(s)
65797622;RAMIPRIL ARROW GENERIQUES 1,25 mg, comprimé;comprimé;orale;Procédure décentralisée;17/10/2014; ARROW GENERIQUES
65274629;RAMIPRIL ARROW GENERIQUES 10 mg, comprimé sécable;comprimé;orale;Procédure décentralisée;15/07/2010; ARROW GENERIQUES
68929602;RAMIPRIL ARROW GENERIQUES 2,5 mg, comprimé sécable;comprimé;orale;Procédure décentralisée;17/10/2014; ARROW GENERIQUES
67023052;RAMIPRIL ARROW GENERIQUES 5 mg, comprimé sécable;comprimé;orale;Procédure décentralisée;15/07/2010; ARROW GENERIQUES
67705334;RAMIPRIL ARROW LAB 1,25 mg, comprimé;comprimé;orale;Procédure nationale;08/02/2006; ARROW GENERIQUES
65671495;RAMIPRIL BIOGARAN 1,25 mg, comprimé;comprimé;orale;Procédure nationale;12/01/2006; BIOGARAN
67769949;RAMIPRIL CRISTERS 1,25 mg, comprimé;comprimé;orale;Procédure nationale;16/07/2009; CRISTERS
60542920;RAMIPRIL EG 1,25 mg, comprimé;comprimé;orale;Procédure nationale;24/01/2006; EG LABO - LABORATOIRES EUROGENERICS
64831477;RAMIPRIL EVOLUGEN 1,25 mg, comprimé;comprimé;orale;Procédure nationale;12/11/2008; EVOLUPHARM
63852657;RAMIPRIL KRKA 1,25 mg, comprimé;comprimé;orale;Procédure décentralisée;17/07/2013; KRKA (SLOVENIE)
68537633;RAMIPRIL KRKA 10 mg, comprimé;comprimé;orale;Procédure décentralisée;17/07/2013; KRKA (SLOVENIE)
69048652;RAMIPRIL KRKA 2,5 mg, comprimé;comprimé;orale;Procédure décentralisée;17/07/2013; KRKA (SLOVENIE)
60168465;RAMIPRIL KRKA 5 mg, comprimé;comprimé;orale;Procédure décentralisée;17/07/2013; KRKA (SLOVENIE)
65727136;RAMIPRIL MYLAN 1,25 mg, comprimé;comprimé;orale;Procédure nationale;02/09/2005; MYLAN SAS
69327214;RAMIPRIL SANDOZ 1,25 mg, comprimé;comprimé;orale;Procédure nationale;05/04/2005; SANDOZ
69744389;RAMIPRIL SUN 1,25 mg, comprimé;comprimé;orale;Procédure décentralisée;25/09/2014; SUN PHARMA FRANCE
60427163;RAMIPRIL TEVA SANTE 1,25 mg, comprimé;comprimé;orale;Procédure nationale;13/02/2006; TEVA SANTE
69098705;RAMIPRIL ZENTIVA 1,25 mg, comprimé;comprimé;orale;Procédure nationale;22/03/2005; ZENTIVA FRANCE
66064313;RAMIPRIL ZYDUS FRANCE 1,25 mg, comprimé;comprimé;orale;Procédure nationale;13/11/2008; ZYDUS FRANCE
61294933;RAMIPRIL/HYDROCHLOROTHIAZIDE ARROW 5 mg/12,5 mg, comprimé;comprimé;orale;Procédure de reconnaissance mutuelle;30/04/2012; ARROW GENERIQUES
65862671;RAMIPRIL/HYDROCHLOROTHIAZIDE EG 5 mg/12,5 mg, comprimé;comprimé;orale;Procédure de reconnaissance mutuelle;30/04/2012; EG LABO - LABORATOIRES EUROGENERICS
66781603;RAMIPRIL/HYDROCHLOROTHIAZIDE MYLAN PHARMA 5 mg/12,5 mg, comprimé;comprimé;orale;Procédure nationale;06/03/2013; MYLAN SAS
65751183;RAMIPRIL/HYDROCHLOROTHIAZIDE SANDOZ 5 mg/12,5 mg, comprimé;comprimé;orale;Procédure nationale;17/06/2013; SANDOZ
63845794;RAMIPRIL/HYDROCHLOROTHIAZIDE TEVA 5 mg/12,5 mg, comprimé;comprimé;orale;Procédure nationale;23/02/2013; TEVA SANTE
69211811;RASAGILINE ACCORD 1 mg, comprimé;comprimé;orale;Procédure décentralisée;09/02/2018; ACCORD HEALTHCARE FRANCE
62071552;RASAGILINE ALTER 1 mg, comprimé;comprimé;orale;Procédure nationale;20/07/2020; LABORATOIRES ALTER
60203418;RASAGILINE ARROW 1 mg, comprimé;comprimé;orale;Procédure nationale;22/12/2017; ARROW GENERIQUES
65462218;RASAGILINE BIOGARAN 1 mg, comprimé;comprimé;orale;Procédure décentralisée;31/08/2016; BIOGARAN
68885764;RASAGILINE CRISTERS 1 mg, comprimé;comprimé;orale;Procédure nationale;12/05/2017; CRISTERS
64201902;RASAGILINE EG 1 mg, comprimé;comprimé;orale;Procédure décentralisée;20/07/2017; EG LABO - LABORATOIRES EUROGENERICS
68099640;RASAGILINE EVOLUGEN 1 mg, comprimé;comprimé;orale;Procédure nationale;01/12/2017; EVOLUPHARM
66225439;RASAGILINE KRKA 1 mg, comprimé;comprimé;orale;Procédure décentralisée;04/08/2016; KRKA (SLOVENIE)
62240543;RASAGILINE MYLAN 1mg, comprimé;comprimé;orale;Procédure centralisée;04/04/2016; MYLAN PHARMACEUTICALS (IRLANDE)
62209971;RASAGILINE RATIOPHARM 1 mg, comprimé;comprimé;orale;Procédure centralisée;12/01/2015; TEVA (PAYS-BAS)
63729327;RASAGILINE SANDOZ 1 mg, comprimé;comprimé;orale;Procédure décentralisée;08/12/2017; SANDOZ
61324159;RASAGILINE ZENTIVA 1 mg, comprimé;comprimé;orale;Procédure décentralisée;09/08/2017; ZENTIVA FRANCE
62725468;RASAGILINE ZYDUS 1 mg, comprimé;comprimé;orale;Procédure décentralisée;27/07/2016; ZYDUS FRANCE
64426863;RECIVIT 133 microgrammes, comprimé sublingual;comprimé;sublinguale;Procédure décentralisée;27/01/2014; LABORATOIRES GRUNENTHAL
60774438;RECIVIT 267 microgrammes, comprimé sublingual;comprimé;sublinguale;Procédure décentralisée;27/01/2014; LABORATOIRES GRUNENTHAL
67634830;RECIVIT 400 microgrammes, comprimé sublingual;comprimé;sublinguale;Procédure décentralisée;27/01/2014; LABORATOIRES GRUNENTHAL
62287354;RECIVIT 533 microgrammes, comprimé sublingual;comprimé;sublinguale;Procédure décentralisée;27/01/2014; LABORATOIRES GRUNENTHAL
61638238;RECIVIT 800 microgrammes, comprimé sublingual;comprimé;sublinguale;Procédure décentralisée;27/01/2014; LABORATOIRES GRUNENTHAL
67405194;REPAGLINIDE ACCORD 0,5 mg, comprimé;comprimé;orale;Procédure centralisée;22/12/2011; ACCORD HEALTHCARE (ESPAGNE)
67724288;REPAGLINIDE ACCORD 1 mg, comprimé;comprimé;orale;Procédure centralisée;22/12/2011; ACCORD HEALTHCARE (ESPAGNE)
64476332;REPAGLINIDE ACCORD 2 mg, comprimé;comprimé;orale;Procédure centralisée;22/12/2011; ACCORD HEALTHCARE (ESPAGNE)
66638135;REPAGLINIDE ARROW LAB 0,5 mg, comprimé;comprimé;orale;Procédure décentralisée;07/08/2015; ARROW GENERIQUES
64921540;REPAGLINIDE ARROW LAB 1 mg, comprimé;comprimé;orale;Procédure décentralisée;07/08/2015; ARROW GENERIQUES
65926444;REPAGLINIDE ARROW LAB 2 mg, comprimé;comprimé;orale;Procédure décentralisée;10/08/2015; ARROW GENERIQUES
61771085;REPAGLINIDE BIOGARAN 0,5 mg, comprimé;comprimé;orale;Procédure nationale;12/01/2011; BIOGARAN
63763055;REPAGLINIDE CRISTERS 0,5 mg, comprimé;comprimé;orale;Procédure nationale;28/12/2010; CRISTERS
61650361;REPAGLINIDE CRISTERS 1 mg, comprimé;comprimé;orale;Procédure nationale;28/12/2010; CRISTERS
68139992;REPAGLINIDE CRISTERS 2 mg, comprimé;comprimé;orale;Procédure nationale;28/12/2010; CRISTERS
63601861;REPAGLINIDE EG 0,5 mg, comprimé;comprimé;orale;Procédure décentralisée;10/03/2010; EG LABO - LABORATOIRES EUROGENERICS
62154877;REPAGLINIDE EG 1 mg, comprimé;comprimé;orale;Procédure décentralisée;10/03/2010; EG LABO - LABORATOIRES EUROGENERICS
66773421;REPAGLINIDE EG 2 mg, comprimé;comprimé;orale;Procédure décentralisée;10/03/2010; EG LABO - LABORATOIRES EUROGENERICS
61446451;REPAGLINIDE EVOLUGEN 0,5 mg, comprimé;comprimé;orale;Procédure nationale;02/04/2013; EVOLUPHARM
66361930;REPAGLINIDE EVOLUGEN 1 mg, comprimé;comprimé;orale;Procédure nationale;02/04/2013; EVOLUPHARM
66765727;REPAGLINIDE EVOLUGEN 2 mg, comprimé;comprimé;orale;Procédure nationale;02/04/2013; EVOLUPHARM
60759685;REPAGLINIDE KRKA 0,5 mg, comprimé;comprimé;orale;Procédure centralisée;04/11/2009; KRKA (SLOVENIE)
61211784;REPAGLINIDE KRKA 1 mg, comprimé;comprimé;orale;Procédure centralisée;04/11/2009; KRKA (SLOVENIE)
63935220;REPAGLINIDE KRKA 2 mg, comprimé;comprimé;orale;Procédure centralisée;04/11/2009; KRKA (SLOVENIE)
61569137;REPAGLINIDE MYLAN PHARMA 0,5 mg, comprimé;comprimé;orale;Procédure décentralisée;28/01/2010; MYLAN SAS
64300334;REPAGLINIDE MYLAN PHARMA 1 mg, comprimé;comprimé;orale;Procédure décentralisée;28/01/2010; MYLAN SAS
61380446;REPAGLINIDE MYLAN PHARMA 2 mg, comprimé;comprimé;orale;Procédure décentralisée;28/01/2010; MYLAN SAS
60154017;REPAGLINIDE SANDOZ 0,5 mg, comprimé;comprimé;orale;Procédure décentralisée;26/07/2010; SANDOZ
69259329;REPAGLINIDE SANDOZ 1 mg, comprimé;comprimé;orale;Procédure décentralisée;26/07/2010; SANDOZ
66700754;REPAGLINIDE SANDOZ 2 mg, comprimé;comprimé;orale;Procédure décentralisée;27/07/2010; SANDOZ
64778900;REPAGLINIDE TEVA 0,5 mg, comprimé;comprimé;orale;Procédure centralisée;29/06/2009; TEVA (PAYS-BAS)
62006750;REPAGLINIDE TEVA 1 mg, comprimé;comprimé;orale;Procédure centralisée;29/06/2009; TEVA (PAYS-BAS)
65677893;REPAGLINIDE TEVA 2 mg, comprimé;comprimé;orale;Procédure centralisée;29/06/2009; TEVA (PAYS-BAS)
65594376;REPAGLINIDE ZENTIVA 0,5 mg, comprimé;comprimé;orale;Procédure décentralisée;28/01/2010; ZENTIVA FRANCE
64781540;REPAGLINIDE ZENTIVA 1 mg, comprimé;comprimé;orale;Procédure décentralisée;28/01/2010; ZENTIVA FRANCE
67184059;REPAGLINIDE ZENTIVA 2 mg, comprimé;comprimé;orale;Procédure décentralisée;28/01/2010; ZENTIVA FRANCE
63447025;REPAGLINIDE ZYDUS 0,5 mg, comprimé;comprimé;orale;Procédure nationale;12/01/2011; ZYDUS FRANCE
68279250;RESELIP 10 mg/10 mg, comprimé;comprimé;orale;Procédure décentralisée;03/08/2020; BOUCHARA-RECORDATI
65917317;RESELIP 10 mg/20 mg, comprimé;comprimé;orale;Procédure décentralisée;03/08/2020; BOUCHARA-RECORDATI
64680744;RESELIP 10 mg/40 mg, comprimé;comprimé;orale;Procédure décentralisée;03/08/2020; BOUCHARA-RECORDATI
64179637;RESELIP 10 mg/80 mg, comprimé;comprimé;orale;Procédure décentralisée;03/08/2020; BOUCHARA-RECORDATI
65574434;RIAMET 20 mg/120 mg, comprimé;comprimé;orale;Procédure de reconnaissance mutuelle;23/04/2001; NOVARTIS PHARMA
64542704;RILMENIDINE ARROW 1 mg, comprimé;comprimé;orale;Procédure nationale;14/04/2006; ARROW GENERIQUES
67869725;RILMENIDINE CRISTERS 1 mg, comprimé;comprimé;orale;Procédure nationale;27/08/2009; CRISTERS
60774228;RILMENIDINE EG 1 mg, comprimé;comprimé;orale;Procédure nationale;14/04/2006; EG LABO - LABORATOIRES EUROGENERICS
62883639;RILMENIDINE EVOLUGEN 1 mg, comprimé;comprimé;orale;Procédure nationale;28/12/2010; EVOLUPHARM
67617681;RILMENIDINE MYLAN 1 mg, comprimé;comprimé;orale;Procédure nationale;20/12/2002; MYLAN SAS
62746359;RILMENIDINE SANDOZ 1 mg, comprimé;comprimé;orale;Procédure nationale;10/09/2007; SANDOZ
62883607;RILMENIDINE SUN 1 mg, comprimé;comprimé;orale;Procédure nationale;14/04/2006; SUN PHARMA FRANCE
63354432;RILMENIDINE TEVA 1 mg, comprimé;comprimé;orale;Procédure de reconnaissance mutuelle;11/09/2007; TEVA SANTE
64650740;RILMENIDINE ZENTIVA 1 mg, comprimé;comprimé;orale;Procédure de reconnaissance mutuelle;14/04/2006; ZENTIVA FRANCE
69070613;RILMENIDINE ZYDUS 1 mg, comprimé;comprimé;orale;Procédure nationale;02/05/2006; ZYDUS FRANCE
69568222;RIMIFON 150 mg, comprimé;comprimé;orale;Procédure nationale;29/11/2016; PHARMHOLDING (LUXEMBOURG)
63644987;RIMIFON 50 mg, comprimé;comprimé;orale;Procédure nationale;29/11/2016; PHARMHOLDING (LUXEMBOURG)
61854766;RIZATRIPTAN ARROW 10 mg, comprimé;comprimé;orale;Procédure décentralisée;22/04/2013; ARROW GENERIQUES
60434834;RIZATRIPTAN EG 10 mg, comprimé;comprimé;orale;Procédure décentralisée;09/08/2011; EG LABO - LABORATOIRES EUROGENERICS
63081453;RIZATRIPTAN EG 5 mg, comprimé;comprimé;orale;Procédure décentralisée;09/08/2011; EG LABO - LABORATOIRES EUROGENERICS
60539130;RUPATADINE ARROW 10 mg, comprimé;comprimé;orale;Procédure nationale;07/12/2016; ARROW GENERIQUES
67979050;RUPATADINE BIOGARAN 10 mg, comprimé;comprimé;orale;Procédure nationale;07/12/2016; BIOGARAN
66167509;RUPATADINE EG 10 mg, comprimé;comprimé;orale;Procédure nationale;07/12/2016; EG LABO - LABORATOIRES EUROGENERICS
65001388;RUPATADINE MYLAN 10 mg, comprimé;comprimé;orale;Procédure nationale;07/12/2016; MYLAN SAS
64354271;RUPATADINE ZENTIVA 10 mg, comprimé;comprimé;orale;Procédure nationale;07/12/2016; ZENTIVA FRANCE
69304991;SAWIS 2 mg, comprimé;comprimé;orale;Procédure décentralisée;08/07/2019; GEDEON RICHTER
68829541;SEDATIF PC, comprimé sublingual;comprimé;sublinguale;Procédure nationale;16/12/2020; BOIRON
63932377;SEPIA COMPLEXE N°20, comprimé sublingual;comprimé;sublinguale;Procédure nationale;08/10/2020; LEHNING
62461641;SILDENAFIL SANDOZ 100 mg, comprimé;comprimé;orale;Procédure décentralisée;04/01/2010; SANDOZ
61572425;SILDENAFIL SANDOZ 25 mg, comprimé;comprimé;orale;Procédure décentralisée;04/01/2010; SANDOZ
65264446;SILDENAFIL SANDOZ 50 mg, comprimé;comprimé;orale;Procédure décentralisée;04/01/2010; SANDOZ
60703220;SILICEA COMPLEXE N°11, comprimé sublingual;comprimé;sublinguale;Procédure nationale;27/11/2020; LEHNING
64732689;SPECIAFOLDINE 0,4 mg, comprimé;comprimé;orale;Procédure nationale;24/02/2003; MERUS LABS LUXCO (LUXEMBOURG)
60282846;SPEDIFEN 200 mg, comprimé;comprimé;orale;Procédure nationale;23/01/2003; ZAMBON FRANCE
68366495;SPEDRA 100 mg, comprimé;comprimé;orale;Procédure centralisée;21/06/2013; MENARINI INTERNATIONAL OPERATIONS LUXEMBOURG
66839572;SPEDRA 200 mg, comprimé;comprimé;orale;Procédure centralisée;21/06/2013; MENARINI INTERNATIONAL OPERATIONS LUXEMBOURG
63294049;SPEDRA 50 mg, comprimé;comprimé;orale;Procédure centralisée;21/06/2013; MENARINI INTERNATIONAL OPERATIONS LUXEMBOURG
68390553;SPIFEN 200 mg, comprimé;comprimé;orale;Procédure nationale;23/01/2003; ZAMBON FRANCE
63827255;SUBOXONE 2 mg/0,5 mg, comprimé sublingual;comprimé;sublinguale;Procédure centralisée;26/09/2006; INDIVIOR EUROPE (IRLANDE)
64381336;SUBOXONE 8 mg/2 mg, comprimé sublingual;comprimé;sublinguale;Procédure centralisée;26/09/2006; INDIVIOR EUROPE (IRLANDE)
63548985;SULFUR COMPLEXE N°12, comprimé sublingual;comprimé;sublinguale;Procédure nationale;29/09/2020; LEHNING
62147950;TAMOXIFENE ARROW 20 mg, comprimé;comprimé;orale;Procédure nationale;12/07/2004; ARROW GENERIQUES
60859059;TAMOXIFENE EG 10 mg, comprimé;comprimé;orale;Procédure nationale;05/04/2002; EG LABO - LABORATOIRES EUROGENERICS
69392468;TAMOXIFENE EG 20 mg, comprimé;comprimé;orale;Procédure nationale;05/04/2002; EG LABO - LABORATOIRES EUROGENERICS
68276457;TANGANIL 500 mg, comprimé;comprimé;orale;Procédure nationale;30/04/2013; PIERRE FABRE MEDICAMENT
65179106;TELMISARTAN BIOGARAN 40 mg, comprimé;comprimé;orale;Procédure nationale;08/09/2011; BIOGARAN
64859537;TELMISARTAN BIOGARAN 80 mg, comprimé;comprimé;orale;Procédure nationale;08/09/2011; BIOGARAN
66669675;TELMISARTAN CRISTERS 40 mg, comprimé;comprimé;orale;Procédure nationale;09/09/2011; CRISTERS
66102319;TELMISARTAN CRISTERS 80 mg, comprimé;comprimé;orale;Procédure nationale;09/09/2011; CRISTERS
65259207;TELMISARTAN MYLAN 40 mg, comprimé;comprimé;orale;Procédure décentralisée;13/12/2011; MYLAN SAS
62260706;TELMISARTAN MYLAN 80 mg, comprimé;comprimé;orale;Procédure décentralisée;13/12/2011; MYLAN SAS
67286548;TELMISARTAN SANDOZ 40 mg, comprimé;comprimé;orale;Procédure décentralisée;10/08/2011; SANDOZ
66328738;TELMISARTAN SANDOZ 80 mg, comprimé;comprimé;orale;Procédure décentralisée;10/08/2011; SANDOZ
67169534;TELMISARTAN TEVA SANTE 40 mg, comprimé;comprimé;orale;Procédure décentralisée;07/09/2010; RATIOPHARM (ALLEMAGNE)
65094353;TELMISARTAN TEVA SANTE 80 mg, comprimé;comprimé;orale;Procédure décentralisée;07/09/2010; RATIOPHARM (ALLEMAGNE)
67183046;TELMISARTAN ZENTIVA 40 mg, comprimé;comprimé;orale;Procédure décentralisée;22/03/2013; ZENTIVA FRANCE
66435195;TELMISARTAN ZENTIVA 80 mg, comprimé;comprimé;orale;Procédure décentralisée;22/03/2013; ZENTIVA FRANCE
68209355;TELMISARTAN ZYDUS 40 mg, comprimé;comprimé;orale;Procédure nationale;07/11/2013; ZYDUS FRANCE
61885726;TELMISARTAN ZYDUS 80 mg, comprimé;comprimé;orale;Procédure nationale;07/11/2013; ZYDUS FRANCE
65670272;TELMISARTAN/AMLODIPINE ARROW 40 mg/10 mg, comprimé;comprimé;orale;Procédure décentralisée;17/06/2020; ARROW GENERIQUES
61709468;TELMISARTAN/AMLODIPINE ARROW 40 mg/5 mg, comprimé;comprimé;orale;Procédure décentralisée;17/06/2020; ARROW GENERIQUES
68099448;TELMISARTAN/AMLODIPINE ARROW 80 mg/10 mg, comprimé;comprimé;orale;Procédure décentralisée;17/06/2020; ARROW GENERIQUES
61090336;TELMISARTAN/AMLODIPINE ARROW 80 mg/5 mg, comprimé;comprimé;orale;Procédure décentralisée;17/06/2020; ARROW GENERIQUES
65959330;TELMISARTAN/HYDROCHLOROTHIAZIDE ACCORD 40 mg/12,5 mg comprimé;comprimé;orale;Procédure décentralisée;29/05/2018; ACCORD HEALTHCARE FRANCE
60971236;TELMISARTAN/HYDROCHLOROTHIAZIDE ACCORD 80mg/12,5mg, comprimé;comprimé;orale;Procédure décentralisée;29/05/2018; ACCORD HEALTHCARE FRANCE
61897454;TELMISARTAN/HYDROCHLOROTHIAZIDE ACCORD 80mg/25mg, comprimé;comprimé;orale;Procédure décentralisée;29/05/2018; ACCORD HEALTHCARE FRANCE
67554786;TELMISARTAN/HYDROCHLOROTHIAZIDE ARROW 40 mg/12,5 mg, comprimé;comprimé;orale;Procédure nationale;27/08/2013; ARROW GENERIQUES
60906053;TELMISARTAN/HYDROCHLOROTHIAZIDE ARROW 80 mg/12,5 mg, comprimé;comprimé;orale;Procédure nationale;29/08/2013; ARROW GENERIQUES
61767005;TELMISARTAN/HYDROCHLOROTHIAZIDE ARROW 80 mg/25 mg, comprimé;comprimé;orale;Procédure nationale;29/08/2013; ARROW GENERIQUES
63871860;TELMISARTAN/HYDROCHLOROTHIAZIDE BIOGARAN 40 mg/12,5 mg, comprimé;comprimé;orale;Procédure nationale;19/07/2013; BIOGARAN
69491669;TELMISARTAN/HYDROCHLOROTHIAZIDE BIOGARAN 80 mg/12,5 mg, comprimé;comprimé;orale;Procédure nationale;19/07/2013; BIOGARAN
62527632;TELMISARTAN/HYDROCHLOROTHIAZIDE BIOGARAN 80 mg/25 mg, comprimé;comprimé;orale;Procédure nationale;22/07/2013; BIOGARAN
61498569;TELMISARTAN/HYDROCHLOROTHIAZIDE CRISTERS 40 mg/12,5 mg, comprimé;comprimé;orale;Procédure nationale;17/04/2013; CRISTERS
65587015;TELMISARTAN/HYDROCHLOROTHIAZIDE CRISTERS 80 mg/12,5 mg, comprimé;comprimé;orale;Procédure nationale;17/04/2013; CRISTERS
65815038;TELMISARTAN/HYDROCHLOROTHIAZIDE CRISTERS 80 mg/25 mg, comprimé;comprimé;orale;Procédure nationale;17/04/2013; CRISTERS
64651504;TELMISARTAN/HYDROCHLOROTHIAZIDE EG 40 mg/12,5 mg, comprimé;comprimé;orale;Procédure nationale;22/03/2013; EG LABO - LABORATOIRES EUROGENERICS
64082832;TELMISARTAN/HYDROCHLOROTHIAZIDE EG 80 mg/12,5 mg, comprimé;comprimé;orale;Procédure nationale;22/03/2013; EG LABO - LABORATOIRES EUROGENERICS
64278215;TELMISARTAN/HYDROCHLOROTHIAZIDE EG 80 mg/25 mg, comprimé;comprimé;orale;Procédure nationale;22/03/2013; EG LABO - LABORATOIRES EUROGENERICS
62629676;TELMISARTAN/HYDROCHLOROTHIAZIDE MYLAN PHARMA 40 mg/12,5 mg, comprimé;comprimé;orale;Procédure nationale;19/07/2013; MYLAN SAS
65198779;TELMISARTAN/HYDROCHLOROTHIAZIDE MYLAN PHARMA 80 mg/12,5 mg, comprimé;comprimé;orale;Procédure nationale;19/07/2013; MYLAN SAS
63809467;TELMISARTAN/HYDROCHLOROTHIAZIDE MYLAN PHARMA 80 mg/25 mg, comprimé;comprimé;orale;Procédure nationale;19/07/2013; MYLAN SAS
67008214;TELMISARTAN/HYDROCHLOROTHIAZIDE TEVA SANTE 40 mg/12,5 mg, comprimé;comprimé;orale;Procédure nationale;06/05/2013; TEVA SANTE
63883791;TELMISARTAN/HYDROCHLOROTHIAZIDE TEVA SANTE 80 mg/12,5 mg, comprimé;comprimé;orale;Procédure nationale;06/05/2013; TEVA SANTE
67005296;TELMISARTAN/HYDROCHLOROTHIAZIDE TEVA SANTE 80 mg/25 mg, comprimé;comprimé;orale;Procédure nationale;06/05/2013; TEVA SANTE
66889582;TELMISARTAN/HYDROCHLOROTHIAZIDE ZENTIVA 40 mg/12,5 mg, comprimé;comprimé;orale;Procédure décentralisée;01/07/2014; ZENTIVA FRANCE
64647819;TELMISARTAN/HYDROCHLOROTHIAZIDE ZENTIVA 80 mg/12,5 mg, comprimé;comprimé;orale;Procédure décentralisée;01/07/2014; ZENTIVA FRANCE
63196808;TELMISARTAN/HYDROCHLOROTHIAZIDE ZENTIVA 80 mg/25 mg, comprimé;comprimé;orale;Procédure décentralisée;01/07/2014; ZENTIVA FRANCE
62866910;TERAZOSINE BIOGARAN 5 mg, comprimé;comprimé;orale;Procédure nationale;28/07/2003; BIOGARAN
65566430;TERAZOSINE MYLAN 5 mg, comprimé;comprimé;orale;Procédure nationale;31/08/2001; MYLAN SAS
64171583;TERAZOSINE TEVA 5 mg, comprimé;comprimé;orale;Procédure nationale;11/05/2001; TEVA SANTE
68377940;TERBINAFINE ARROW GENERIQUES 250 mg, comprimé sécable;comprimé;orale;Procédure de reconnaissance mutuelle;20/08/2018; ARROW GENERIQUES
65940757;TERBINAFINE BAILLEUL 250 mg, comprimé;comprimé;orale;Procédure nationale;22/04/2008; LABORATOIRES BAILLEUL (LUXEMBOURG)
60274536;TERBINAFINE MYLAN 250 mg, comprimé;comprimé;orale;Procédure nationale;16/03/2004; MYLAN SAS
67730031;THIOCOLCHICOSIDE ALMUS 4 mg, comprimé;comprimé;orale;Procédure nationale;03/03/2003; BIOGARAN
60855840;THIOCOLCHICOSIDE ALTER 4 mg, comprimé;comprimé;orale;Procédure nationale;09/07/2002; LABORATOIRES ALTER
64045168;THIOCOLCHICOSIDE ARROW 4 mg, comprimé;comprimé;orale;Procédure nationale;09/07/2002; ARROW GENERIQUES
67136662;THIOCOLCHICOSIDE BIOGARAN 4 mg, comprimé;comprimé;orale;Procédure nationale;09/07/2002; BIOGARAN
64635603;THYROFIX 100 microgrammes, comprimé;comprimé;orale;Procédure décentralisée;20/09/2017; UNI-PHARMA KLEON TSETIS PHARMACEUTICAL LABORATORIES (GRECE)
62337711;THYROFIX 112 microgrammes, comprimé;comprimé;orale;Procédure décentralisée;14/06/2019; UNI-PHARMA KLEON TSETIS PHARMACEUTICAL LABORATORIES (GRECE)
64952190;THYROFIX 125 microgrammes, comprimé;comprimé;orale;Procédure décentralisée;14/06/2019; UNI-PHARMA KLEON TSETIS PHARMACEUTICAL LABORATORIES (GRECE)
66092914;THYROFIX 13 microgrammes, comprimé;comprimé;orale;Procédure décentralisée;14/06/2019; UNI-PHARMA KLEON TSETIS PHARMACEUTICAL LABORATORIES (GRECE)
65633434;THYROFIX 137 microgrammes, comprimé;comprimé;orale;Procédure décentralisée;14/06/2019; UNI-PHARMA KLEON TSETIS PHARMACEUTICAL LABORATORIES (GRECE)
62630116;THYROFIX 150 microgrammes, comprimé;comprimé;orale;Procédure décentralisée;14/06/2019; UNI-PHARMA KLEON TSETIS PHARMACEUTICAL LABORATORIES (GRECE)
64823053;THYROFIX 175 microgrammes, comprimé;comprimé;orale;Procédure décentralisée;14/06/2019; UNI-PHARMA KLEON TSETIS PHARMACEUTICAL LABORATORIES (GRECE)
65674089;THYROFIX 200 microgrammes, comprimé;comprimé;orale;Procédure décentralisée;14/06/2019; UNI-PHARMA KLEON TSETIS PHARMACEUTICAL LABORATORIES (GRECE)
68265172;THYROFIX 25 microgrammes, comprimé;comprimé;orale;Procédure décentralisée;20/09/2017; UNI-PHARMA KLEON TSETIS PHARMACEUTICAL LABORATORIES (GRECE)
65410260;THYROFIX 50 microgrammes, comprimé;comprimé;orale;Procédure décentralisée;20/09/2017; UNI-PHARMA KLEON TSETIS PHARMACEUTICAL LABORATORIES (GRECE)
62953888;THYROFIX 62 microgrammes, comprimé;comprimé;orale;Procédure décentralisée;14/06/2019; UNI-PHARMA KLEON TSETIS PHARMACEUTICAL LABORATORIES (GRECE)
64826590;THYROFIX 75 microgrammes, comprimé;comprimé;orale;Procédure décentralisée;20/09/2017; UNI-PHARMA KLEON TSETIS PHARMACEUTICAL LABORATORIES (GRECE)
64441712;THYROFIX 88 microgrammes, comprimé;comprimé;orale;Procédure décentralisée;14/06/2019; UNI-PHARMA KLEON TSETIS PHARMACEUTICAL LABORATORIES (GRECE)
63468941;TIBOLONE CCD 2,5 mg, comprimé;comprimé;orale;Procédure décentralisée;23/05/2017; LABORATOIRE CCD
64593766;TIBOLONE MYLAN 2,5 mg, comprimé;comprimé;orale;Procédure nationale;19/02/2019; MYLAN SAS
65431062;TIPUREX, comprimé;comprimé;orale;Procédure nationale;23/12/2019; PHARMASGP (ALLEMAGNE)
62484259;TRAMADOL ARROW 50 mg, comprimé;comprimé;orale;Procédure nationale;18/01/2002; ARROW GENERIQUES
67103203;TRIATEC 1,25 mg, comprimé;comprimé;orale;Procédure de reconnaissance mutuelle;10/05/2004; SANOFI AVENTIS FRANCE
65820028;TRIMEBUTINE ALMUS 100 mg, comprimé;comprimé;orale;Procédure nationale;27/06/2006; BIOGARAN
64929277;TRIMEBUTINE ALMUS 200 mg, comprimé;comprimé;orale;Procédure nationale;08/02/2006; BIOGARAN
69814229;TRIMEBUTINE ARROW 200 mg, comprimé;comprimé;orale;Procédure nationale;08/02/2006; ARROW GENERIQUES
68650944;TRIMEBUTINE ARROW GENERIQUES 100 mg, comprimé;comprimé;orale;Procédure nationale;13/09/2001; ARROW GENERIQUES
